Viloyat,Tuman,Kvartal,Dom raqami,Lat,Lon
Toshkent shahri,Sergeli tumani,Sergeli-5,53,41.226878,69.205491
Toshkent shahri,Sergeli tumani,Sergeli-5,54,41.227088,69.205149
Toshkent shahri,Sergeli tumani,Sergeli-5,55,41.227339,69.20497
Toshkent shahri,Sergeli tumani,Sergeli-5,56,41.227319,69.205635
Toshkent shahri,Sergeli tumani,Sergeli-5,57,41.227468,69.206012
Toshkent shahri,Sergeli tumani,Sergeli-5,58,41.227495,69.206362
Toshkent shahri,Sergeli tumani,Sergeli-5,59,41.227922,69.206048
Toshkent shahri,Sergeli tumani,Sergeli-5,60,41.227881,69.205688
Toshkent shahri,Sergeli tumani,Sergeli-5,61,41.227739,69.205311
Toshkent shahri,Sergeli tumani,Sergeli-5,62,41.227488,69.204494
Toshkent shahri,Sergeli tumani,Sergeli-5,63,41.227793,69.204413
Toshkent shahri,Sergeli tumani,Sergeli-5,64,41.228058,69.204709
Toshkent shahri,Sergeli tumani,Sergeli-5,65,41.228214,69.205024
Toshkent shahri,Sergeli tumani,Sergeli-5,66,41.22841,69.205338
Toshkent shahri,Sergeli tumani,Sergeli-5,67,41.228438,69.205796
Toshkent shahri,Sergeli tumani,Sergeli-5,68,41.228343,69.206192
Toshkent shahri,Sergeli tumani,Sergeli-5,69,41.228193,69.206542
Toshkent shahri,Sergeli tumani,Sergeli-5,86,41.22839,69.20709
Toshkent shahri,Sergeli tumani,Sergeli-5,103,41.228444,69.208294
Toshkent shahri,Sergeli tumani,Sergeli-5,104A,41.227915,69.207701
Toshkent shahri,Sergeli tumani,Sergeli-5,104,41.227929,69.208545
Toshkent shahri,Sergeli tumani,Sergeli-5,105,41.227725,69.209012
Toshkent shahri,Sergeli tumani,Sergeli-5,106,41.22721,69.209318
Toshkent shahri,Sergeli tumani,Sergeli-5,107,41.226959,69.20921
Toshkent shahri,Sergeli tumani,Sergeli-5,108,41.226715,69.209381
Toshkent shahri,Sergeli tumani,Sergeli-5,109,41.226498,69.209623
Toshkent shahri,Sergeli tumani,Sergeli-5,110,41.226254,69.209803
Toshkent shahri,Sergeli tumani,Sergeli-5,111,41.227624,69.208204
Toshkent shahri,Sergeli tumani,Sergeli-5,112,41.226532,69.208985
Toshkent shahri,Sergeli tumani,Sergeli-5,113,41.22563,69.209282
Toshkent shahri,Sergeli tumani,Sergeli-5,115,41.225881,69.20903
Toshkent shahri,Sergeli tumani,Sergeli-5,116,41.226016,69.209354
Toshkent shahri,Sergeli tumani,Sergeli-5a,1,41.22154,69.204188
Toshkent shahri,Sergeli tumani,Sergeli-5a,2,41.226993,69.201871
Toshkent shahri,Sergeli tumani,Sergeli-5a,3,41.227502,69.202589
Toshkent shahri,Sergeli tumani,Sergeli-5a,4,41.227163,69.203281
Toshkent shahri,Sergeli tumani,Sergeli-5a,5,41.226484,69.203766
Toshkent shahri,Sergeli tumani,Sergeli-5a,6,41.225827,69.204242
Toshkent shahri,Sergeli tumani,Sergeli-5a,7,41.225006,69.204835
Toshkent shahri,Sergeli tumani,Sergeli-5a,8,41.224348,69.205311
Toshkent shahri,Sergeli tumani,Sergeli-5a,9,41.223683,69.205787
Toshkent shahri,Sergeli tumani,Sergeli-5a,10,41.222741,69.206479
Toshkent shahri,Sergeli tumani,Sergeli-5a,11,41.222225,69.205976
Toshkent shahri,Sergeli tumani,Sergeli-5a,12,41.221886,69.205087
Toshkent shahri,Sergeli tumani,Sergeli-5a,13,41.222361,69.204736
Toshkent shahri,Sergeli tumani,Sergeli-5a,14,41.226478,69.201161
Toshkent shahri,Sergeli tumani,Sergeli-5a,15,41.226586,69.202805
Toshkent shahri,Sergeli tumani,Sergeli-5a,16,41.226132,69.203146
